TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金・預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益
190211001,アルパイン　株式会社,13109_東京都品川区,F_製造業,2012,3,1137,122811000,67795000,52260000,16668000,35592000,5246000,10290000,55015000,7985000,122811000,42371000,38823000,,,,80439000,76443000,25641000,145374000,148404000,137149000,8224000,11255000,293000,1987000,,,209000,-3030000,499000,-939000,-734000,240000
190220672,株式会社　ハニーズ,07204_福島県いわき市,G_卸・小売業，飲食店,2010,5,1660,34761554,15386595,8997083,6217878,2779205,5527260,865584,19374958,9728555,34761554,10541520,7518066,339118,1000000,2141600,24220033,24538015,17029665,55174479,51387464,23396525,31777954,27990939,,8842381,,938312,1624246,3787015,102636,3892853,3057837,1531101
190220672,株式会社　ハニーズ,07204_福島県いわき市,G_卸・小売業，飲食店,2011,5,1617,33565719,15051110,8312352,5882197,2430155,5403368,1337087,18514608,8911306,33565719,9816870,6664171,184830,600000,1400800,23748848,24855665,17347315,51027238,48106389,21958717,29068521,26147672,,8598387,,857970,1355125,2920848,85588,3054396,1807150,875648
190220672,株式会社　ハニーズ,07204_福島県いわき市,G_卸・小売業，飲食店,2012,5,1551,34858306,17065397,10361073,7784633,2576440,5338466,1368173,17792909,8311506,34858306,9082319,6585665,84895,,660000,25775987,26426871,18918522,52537987,48343790,22924250,29613736,25419540,,8425326,,926199,1217479,4194196,73490,4341127,3996100,1989705
200100039,アイダエンジニアリング　株式会社,14151_神奈川県相模原市緑区,F_製造業,2010,3,755,49017000,25453000,14237000,7350000,5810000,7656000,3557000,23563000,12484000,49017000,10122000,7406000,,,1000000,38895000,37716000,24737000,24719000,27279000,22584000,2134000,4695000,,1172000,,118000,545000,-2561000,290000,-2412000,-12827000,-15726000
200100039,アイダエンジニアリング　株式会社,14151_神奈川県相模原市緑区,F_製造業,2011,3,717,50759000,23803000,14033000,2318000,10218000,6324000,3441000,26955000,11755000,50759000,12602000,8025000,,,1500000,38156000,36653000,24974000,30315000,29810000,25771000,4544000,4039000,,904000,,104000,337000,505000,669000,303000,306000,556000
200100039,アイダエンジニアリング　株式会社,14151_神奈川県相模原市緑区,F_製造業,2012,3,699,54658000,28951000,20179000,3711000,10936000,5358000,3408000,25707000,11382000,54658000,14641000,11249000,,,1500000,40017000,38368000,26663000,33777000,32664000,28253000,5523000,4411000,,1088000,,98000,327000,1112000,398000,1904000,1832000,2073000
200100315,愛光電気　株式会社,14206_神奈川県小田原市,G_卸・小売業，飲食店,2010,3,179,5053474,3980838,3661184,621675,1712668,234972,85860,1072635,698334,5053474,3096184,2897395,378731,1450000,,1957289,1961060,665474,9150341,9201010,7661564,1488776,1539446,64237,721860,,,33927,-50669,39371,33506,48481,1753
200100315,愛光電気　株式会社,14206_神奈川県小田原市,G_卸・小売業，飲食店,2011,3,174,5297159,4238520,3923796,604918,1742182,220708,108779,1058638,676443,5297159,3350577,3170551,448695,1600000,,1946581,1954635,659495,9778945,9830988,8190466,1588479,1640522,52635,764899,,,27981,-52043,36425,45680,44233,7178
200100315,愛光電気　株式会社,14206_神奈川県小田原市,G_卸・小売業，飲食店,2012,3,168,5466355,4396547,4024651,608720,1753461,285624,125025,1069808,677770,5466355,3526756,3328205,430604,1800000,,1939599,1945284,650575,10249600,10288166,8588703,1660897,1699463,59192,742189,,,25881,-38565,34714,55665,53907,4232
200104655,株式会社　サンオータス,14109_神奈川県横浜市港北区,G_卸・小売業，飲食店,2010,4,199,9785947,3284971,1592596,718894,872861,673032,1028871,6500975,5404129,9785947,6625008,5510728,83347,3015000,540066,3160939,3149855,2303249,16169845,16156812,13187135,2982710,2969677,54265,703973,,,102295,13032,68961,114026,131470,115866
200104655,株式会社　サンオータス,14109_神奈川県横浜市港北区,G_卸・小売業，飲食店,2011,4,210,10445773,3886341,1788007,541597,1243153,698385,1409649,6559431,5606011,10445773,7203633,5767715,134279,3515000,558350,3242139,3230770,2384194,17692256,17723674,14657231,3035025,3066443,72710,753001,,,110098,-31417,72972,143342,171786,112756
200104655,株式会社　サンオータス,14109_神奈川県横浜市港北区,G_卸・小売業，飲食店,2012,4,211,10800514,4196075,1819175,597918,1215318,708213,1677434,6604438,5649947,10800514,7599768,6182665,160342,3900000,550666,3200745,3187766,2341190,19577200,19760857,16624058,2953141,3136799,76270,780111,,,121686,-183657,68035,28555,-7529,-11192
200106551,株式会社　アマダ,14214_神奈川県伊勢原市,F_製造業,2010,3,2100,373243000,171781000,141995000,34423000,33764000,21658000,9861000,201462000,85637000,373243000,45298000,30938000,1009000,,,327945000,339917000,131031000,70748000,80378000,52184000,18564000,28194000,170000,5766000,,406000,2856000,-9631000,297000,-3004000,-3252000,-987000
200106551,株式会社　アマダ,14214_神奈川県伊勢原市,F_製造業,2011,3,2077,370616000,175879000,140735000,29657000,43445000,23480000,13103000,194737000,87771000,370616000,48622000,34361000,1241000,,,321993000,337106000,128270000,100895000,102141000,67728000,33167000,34413000,201000,6004000,,536000,2879000,-1249000,1348000,1867000,1239000,334000
200106551,株式会社　アマダ,14214_神奈川県伊勢原市,F_製造業,2012,3,2372,388790000,188797000,146482000,25177000,50940000,29036000,14434000,199993000,90211000,388790000,65632000,52787000,1254000,,,323158000,337946000,129132000,121791000,118830000,81356000,40435000,37474000,243000,7002000,,919000,2672000,2958000,1271000,7602000,7766000,5010000
200107002,アマノ　株式会社,14109_神奈川県横浜市港北区,F_製造業,2010,3,2098,96784000,37795000,32551000,15474000,13552000,3496000,1827000,58989000,18674000,96784000,18078000,14130000,267000,,,78706000,78823000,44734000,52768000,51428000,32950000,19817000,18478000,,7613000,,,737000,1339000,160000,1940000,1917000,882000
200107002,アマノ　株式会社,14109_神奈川県横浜市港北区,F_製造業,2011,3,2053,99615000,41117000,35939000,18527000,13653000,3763000,1444000,58497000,17689000,99615000,20555000,17008000,344000,,,79059000,79214000,45126000,56756000,53127000,34965000,21790000,18162000,,7531000,,,692000,3628000,175000,4356000,4150000,2383000
200107002,アマノ　株式会社,14109_神奈川県横浜市港北区,F_製造業,2012,3,2013,100659000,44056000,39180000,19659000,15317000,3586000,1311000,56603000,16920000,100659000,20418000,17413000,419000,,,80240000,80420000,46333000,60624000,55343000,36462000,24161000,18881000,,7522000,,,710000,5279000,101000,6017000,5764000,3198000
200109016,株式会社　イクヨ,14212_神奈川県厚木市,F_製造業,2010,3,225,8954398,2783624,2260571,356234,1245987,354804,168245,6170774,5169443,8954398,8146086,3190763,783824,600000,4104800,808312,719041,-3893574,8603261,8711610,7670457,932803,1041153,52920,159472,,,21963,-108349,227669,-296341,-476093,-474415
200109016,株式会社　イクヨ,14212_神奈川県厚木市,F_製造業,2011,3,218,8321432,2915303,2311003,562904,933537,393673,210623,5406129,4704449,8321432,7474956,6785250,826156,600000,,846476,766583,-3845978,10084266,9453962,8349335,1734931,1104627,74796,155805,,,19795,630304,206773,460902,58978,47595
200109016,株式会社　イクヨ,14212_神奈川県厚木市,F_製造業,2012,3,201,7781080,3240207,2773185,687038,1222319,319803,147215,4540872,3911455,7781080,6840343,3231725,947113,600000,2978080,940736,825226,-3787314,9245708,8828732,7735129,1510579,1093603,80475,172364,,,21001,416976,212518,236659,87957,58664
200114661,すてきナイスグループ　株式会社,14101_神奈川県横浜市鶴見区,H_金融・保険業,2010,3,13,127710000,32993000,1630000,1630000,,,31397000,94716000,37465000,127710000,80085000,45379000,,19520000,28513000,47624000,47893000,10231000,2255000,1456000,,2255000,1456000,73000,,,,,799000,1482000,552000,551000,443000
200114661,すてきナイスグループ　株式会社,14101_神奈川県横浜市鶴見区,H_金融・保険業,2011,3,13,121602000,29446000,1760000,1760000,,,27684000,92156000,36721000,121602000,74194000,41073000,,23635000,25537000,47407000,47793000,10123000,2175000,1428000,,2175000,1428000,83000,92000,,,,747000,1472000,498000,248000,181000
200114661,すてきナイスグループ　株式会社,14101_神奈川県横浜市鶴見区,H_金融・保険業,2012,3,14,116054000,29157000,2756000,2756000,,,26400000,86897000,36897000,116054000,68247000,37120000,,18887000,25042000,47807000,47620000,9957000,2488000,1463000,,2488000,1463000,91000,88000,,,,1024000,1216000,899000,1037000,106000
200118507,株式会社　宇徳,14104_神奈川県横浜市中区,J_運輸・通信業,2010,3,290,20815754,9109238,8349550,1589563,,,781902,11706516,7713045,20815754,11503376,8577497,,4327935,1325040,9312377,8792086,7036432,26959262,26399619,22544942,4414319,3854677,,1512991,,,41693,559641,100606,533105,452877,108374
200118507,株式会社　宇徳,14104_神奈川県横浜市中区,J_運輸・通信業,2011,3,283,19176095,8087100,7399425,2526748,,,702568,11088994,6928431,19176095,10122361,7657415,,3894536,638744,9053734,8619724,6864114,25413391,24876111,21044929,4368461,3831182,,1497796,,,37227,537279,66618,577848,-197900,-56764
200118507,株式会社　宇徳,14104_神奈川県横浜市中区,J_運輸・通信業,2012,3,356,24039070,10629581,8660966,1763352,,34765,1935506,13409489,8444538,24039070,11088797,8758992,,2764108,211448,12950273,12453764,9998062,35654366,32309291,27413521,8240844,4895770,,1975923,,,57473,3345074,33627,3757680,3769764,2144565
200121601,塩水港精糖　株式会社,13102_東京都中央区,F_製造業,2010,3,52,28035000,6467000,3362000,1222000,2140000,1979000,1121000,21568000,11499000,28035000,22744000,13550000,,8950000,7659000,5290000,5821000,5680000,19591000,18588000,15254000,4337000,3334000,,288000,,,53000,1002000,389000,944000,924000,573000
200121601,塩水港精糖　株式会社,13102_東京都中央区,G_卸・小売業，飲食店,2011,3,62,26837000,6858000,3212000,1084000,2124000,2477000,1165000,19979000,11174000,26837000,21469000,10004000,,5300000,9934000,5368000,6225000,7186000,20970000,19993000,16668000,4302000,3325000,,321000,,,69000,977000,316000,928000,1704000,1655000
200121601,塩水港精糖　株式会社,13102_東京都中央区,G_卸・小売業，飲食店,2012,3,60,25622000,6927000,3227000,1226000,2001000,2412000,1285000,18694000,10771000,25622000,19915000,11786000,,6300000,6642000,5706000,6633000,7594000,21648000,20667000,17318000,4330000,3349000,,343000,,,68000,981000,209000,1040000,1036000,543000
200122180,オイレス工業　株式会社,14205_神奈川県藤沢市,F_製造業,2010,3,752,53637000,29477000,25165000,11635000,9517000,2996000,1330000,24160000,10559000,53637000,9581000,7876000,,1462000,,44055000,43252000,27921000,32770000,30393000,22620000,10149000,7773000,,2959000,,,402000,2375000,101000,2965000,2993000,2015000
200122180,オイレス工業　株式会社,14205_神奈川県藤沢市,F_製造業,2011,3,749,55044000,31486000,26257000,10530000,11025000,3961000,1283000,23558000,10293000,55044000,11269000,9635000,,1619000,,43775000,42961000,29841000,38908000,33901000,25682000,13226000,8219000,,2976000,,,431000,5006000,221000,5731000,5327000,3132000
200122180,オイレス工業　株式会社,14205_神奈川県藤沢市,F_製造業,2012,3,756,53340000,28817000,23493000,8975000,10488000,4129000,1191000,24523000,10069000,53340000,10029000,9580000,,1965000,,43311000,42635000,28097000,37843000,35079000,26345000,11497000,8734000,,3172000,,,532000,2763000,83000,3648000,3700000,2195000
200122770,大井電気　株式会社,14109_神奈川県横浜市港北区,F_製造業,2010,3,426,10259420,8175260,6294898,3080053,3049668,1309688,573697,2084159,1594693,10259420,5927565,3068381,396717,,,4331854,4286688,139649,10731112,10435173,8119138,2611974,2316035,,598730,,88080,11616,295938,60422,323023,304461,287919
200122770,大井電気　株式会社,14109_神奈川県横浜市港北区,F_製造業,2011,3,423,11515144,9502205,6607724,3433470,2978417,1910352,986781,2012939,1534491,11515144,6688029,3723746,693951,,,4827114,4794806,647768,10870780,10158757,7705300,3165480,2453457,,664021,,113417,15169,712022,61705,750020,524619,508118
200122770,大井電気　株式会社,14109_神奈川県横浜市港北区,F_製造業,2012,3,424,10264858,8215463,5544712,3145946,2181775,1798773,873606,2049395,1503928,10264858,4931158,2931923,249020,,,5333699,5307999,1161051,10129515,9894580,7151830,2977685,2742750,,629126,,114449,16311,234934,60985,282434,278499,513283
200126142,沖電線　株式会社,14133_神奈川県川崎市中原区,F_製造業,2010,3,319,12004326,6034894,4854999,1529479,2017626,857030,323161,5969432,4831611,12004326,3539429,2184796,359434,190000,,8464897,8325061,1421810,7947136,8772832,6875033,1072102,1897799,75142,569015,,161208,74828,-825696,10732,-803891,-963340,-890197
200126142,沖電線　株式会社,14133_神奈川県川崎市中原区,F_製造業,2011,3,319,12785233,7389958,5933148,1919202,2267284,916278,542028,5395274,4524834,12785233,4087753,2556704,411628,190000,,8697479,8626534,1725106,10700963,10439041,8522121,2178841,1916920,75801,552712,,164714,70501,261921,49604,239110,217119,303318
200126142,沖電線　株式会社,14133_神奈川県川崎市中原区,F_製造業,2012,3,313,12828814,7657935,6105367,1913488,2241478,985755,568109,5170878,4306557,12828814,4074795,2421633,438625,190000,,8754018,8692245,1791371,10849104,10682736,8774623,2074481,1908113,87380,547245,,169855,64534,166368,18871,176815,189131,140805
200127515,株式会社　岡本工作機械製作所,14109_神奈川県横浜市港北区,F_製造業,2010,3,281,27109000,12617000,8450000,3616000,4534000,2802000,1373000,14491000,4846000,27109000,17011000,11147000,866000,6435000,4768000,10098000,10023000,6277000,8876000,10716000,7810000,1065000,2906000,172000,756000,,,35000,-1841000,349000,-2026000,-2003000,-2011000
200127515,株式会社　岡本工作機械製作所,14109_神奈川県横浜市港北区,F_製造業,2011,3,286,24426000,10227000,6632000,3169000,3048000,3298000,312000,14198000,4456000,24426000,15638000,13137000,1067000,7129000,1523000,8787000,8775000,5031000,10914000,12361000,9036000,1878000,3325000,185000,760000,,,38000,-1447000,432000,-1425000,-1232000,-1245000
200127515,株式会社　岡本工作機械製作所,14109_神奈川県横浜市港北区,F_製造業,2012,3,303,24176000,10523000,5581000,1126000,3811000,3360000,1596000,13652000,4130000,24176000,15801000,13501000,2174000,8598000,1421000,8374000,8376000,4634000,14400000,14897000,11578000,2822000,3319000,193000,825000,,,34000,-496000,397000,-415000,-387000,-397000
200127730,株式会社　岡村製作所,14103_神奈川県横浜市西区,F_製造業,2010,3,2896,144731000,68490000,55943000,14321000,34921000,10064000,2519000,76241000,41113000,144731000,77480000,50908000,6327000,8350000,8550000,67251000,64394000,31264000,148964000,148692000,108177000,40786000,40515000,,11565000,,,1536000,271000,826000,998000,1234000,768000
200127730,株式会社　岡村製作所,14103_神奈川県横浜市西区,F_製造業,2011,3,2845,145815000,71618000,58198000,16007000,35996000,10887000,2551000,74196000,39329000,145815000,79726000,51084000,8895000,7600000,5850000,66088000,64206000,31081000,155141000,153723000,113837000,41303000,39886000,,11146000,,,1421000,1417000,746000,1978000,1088000,644000
